==============================================
BraTS 2D Federated Learning
Job ID:       22541274
Node(s):      gpu-q-6
Workdir:      /home/bk489/federated/federated-thesis
Script:       /home/bk489/federated/federated-thesis/experiments/brats/brats_n_clients.py
Partition dir:/home/bk489/federated/federated-thesis/data/partitions/brats2d_2client_extreme/client_data
Global test:  /home/bk489/federated/federated-thesis/data/partitions/brats2d_2client_extreme/global_test
Results dir:  /home/bk489/federated/federated-thesis/results/brats
Strategy:     fedprox (mu=0.5)
Model:        UNet2D base=16
Fraction:     1.0 | DropPercent: 0.0
Rounds:       50 | LocalEpochs: 10
Batch:        4 | LR: 0.01 | Seed: 42
WeightDecay:  0.0 | NumWorkers: 2
Python:       /home/bk489/.conda/envs/fed/bin/python
Python 3.9.16 | packaged by conda-forge | (main, Feb  1 2023, 21:39:03) 
[GCC 11.3.0]
PyTorch 2.8.0+cu128 CUDA: 12.8 CUDA available: True Device count: 1
Wed Feb 11 15:06:53 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.195.03             Driver Version: 570.195.03     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          On  |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P0             68W /  500W |       0MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
==============================================

>>> Running FEDPROX (mu=0.5) ...

Using global_test_dir: /home/bk489/federated/federated-thesis/data/partitions/brats2d_2client_extreme/global_test (180 files)

============================================================
Federated Learning -- FEDPROX
============================================================
Model:          UNet2D (base=16, 482,915 params)
Input channels: 4
Clients:        2
Rounds:         50
Local epochs:   10
Batch size:     4
Learning rate:  0.01
Weight decay:   0.0
Fraction fit:   1.0
Drop percent:   0.0
Proximal mu:    0.5
Device:         cuda
Partition dir:  /home/bk489/federated/federated-thesis/data/partitions/brats2d_2client_extreme/client_data
============================================================

Client data distribution:
  client_0: train=660  test=85
  client_1: train=665  test=85

    Client 0: loss=1.3697, epochs=10
    Client 1: loss=0.7091, epochs=10
  Round  24/50: Pooled Loss=0.3975, Pooled Mean=0.7245 (WT=0.8075 TC=0.6456 ET=0.7205) | C0 Mean=0.7116 | C1 Mean=0.3955 WorstC Mean=0.3955 [49.2s]
    Client 1: loss=0.7042, epochs=10
    Client 0: loss=0.1607, epochs=10
  Round  25/50: Pooled Loss=0.5320, Pooled Mean=0.6290 (WT=0.7160 TC=0.5697 ET=0.6012) | C0 Mean=0.6879 | C1 Mean=0.3874 WorstC Mean=0.3874 [50.2s]
    Client 1: loss=0.6959, epochs=10
    Client 0: loss=0.1595, epochs=10
  Round  26/50: Pooled Loss=0.4559, Pooled Mean=0.6891 (WT=0.7484 TC=0.6273 ET=0.6917) | C0 Mean=0.7161 | C1 Mean=0.4211 WorstC Mean=0.4211 [50.1s]
    Client 0: loss=0.1518, epochs=10
    Client 1: loss=0.6865, epochs=10
  Round  27/50: Pooled Loss=0.4281, Pooled Mean=0.7190 (WT=0.7778 TC=0.6308 ET=0.7484) | C0 Mean=0.7343 | C1 Mean=0.3750 WorstC Mean=0.3750 [50.4s]
    Client 1: loss=0.6791, epochs=10
    Client 0: loss=0.1494, epochs=10
  Round  28/50: Pooled Loss=0.4035, Pooled Mean=0.7292 (WT=0.7787 TC=0.6636 ET=0.7452) | C0 Mean=0.7316 | C1 Mean=0.4005 WorstC Mean=0.4005 [49.8s]
    Client 1: loss=0.6698, epochs=10
    Client 0: loss=0.1426, epochs=10
  Round  29/50: Pooled Loss=0.4960, Pooled Mean=0.6594 (WT=0.7074 TC=0.5932 ET=0.6778) | C0 Mean=0.6545 | C1 Mean=0.3983 WorstC Mean=0.3983 [50.6s]
    Client 0: loss=0.1419, epochs=10
    Client 1: loss=0.6623, epochs=10
  Round  30/50: Pooled Loss=0.4180, Pooled Mean=0.7110 (WT=0.7697 TC=0.6502 ET=0.7130) | C0 Mean=0.7063 | C1 Mean=0.4181 WorstC Mean=0.4181 [50.3s]
    Client 1: loss=0.6498, epochs=10
    Client 0: loss=0.1378, epochs=10
  Round  31/50: Pooled Loss=0.3768, Pooled Mean=0.7515 (WT=0.8051 TC=0.6960 ET=0.7535) | C0 Mean=0.7445 | C1 Mean=0.4247 WorstC Mean=0.4247 [49.9s]
    Client 0: loss=0.1349, epochs=10
    Client 1: loss=0.6352, epochs=10
  Round  32/50: Pooled Loss=0.3903, Pooled Mean=0.7444 (WT=0.8128 TC=0.6763 ET=0.7440) | C0 Mean=0.7432 | C1 Mean=0.4413 WorstC Mean=0.4413 [49.7s]
    Client 1: loss=0.6288, epochs=10
    Client 0: loss=0.1347, epochs=10
  Round  33/50: Pooled Loss=0.4297, Pooled Mean=0.7072 (WT=0.7675 TC=0.6566 ET=0.6976) | C0 Mean=0.7154 | C1 Mean=0.4571 WorstC Mean=0.4571 [50.1s]
    Client 0: loss=0.1385, epochs=10
    Client 1: loss=0.6160, epochs=10
  Round  34/50: Pooled Loss=0.3653, Pooled Mean=0.7593 (WT=0.8114 TC=0.7169 ET=0.7496) | C0 Mean=0.7476 | C1 Mean=0.4537 WorstC Mean=0.4537 [50.4s]
    Client 0: loss=0.1316, epochs=10
    Client 1: loss=0.6136, epochs=10
  Round  35/50: Pooled Loss=0.3927, Pooled Mean=0.7331 (WT=0.7843 TC=0.6787 ET=0.7363) | C0 Mean=0.7184 | C1 Mean=0.4506 WorstC Mean=0.4506 [49.9s]
    Client 1: loss=0.5955, epochs=10
    Client 0: loss=0.1281, epochs=10
  Round  36/50: Pooled Loss=0.3793, Pooled Mean=0.7471 (WT=0.7956 TC=0.7092 ET=0.7365) | C0 Mean=0.7416 | C1 Mean=0.4634 WorstC Mean=0.4634 [50.0s]
    Client 0: loss=0.1254, epochs=10
    Client 1: loss=0.5828, epochs=10
  Round  37/50: Pooled Loss=0.3823, Pooled Mean=0.7419 (WT=0.7850 TC=0.6969 ET=0.7439) | C0 Mean=0.7343 | C1 Mean=0.4724 WorstC Mean=0.4724 [49.5s]
    Client 0: loss=0.1249, epochs=10
    Client 1: loss=0.5663, epochs=10
  Round  38/50: Pooled Loss=0.3756, Pooled Mean=0.7544 (WT=0.8154 TC=0.7010 ET=0.7467) | C0 Mean=0.7518 | C1 Mean=0.4875 WorstC Mean=0.4875 [49.6s]
    Client 1: loss=0.5636, epochs=10
    Client 0: loss=0.1239, epochs=10
  Round  39/50: Pooled Loss=0.3896, Pooled Mean=0.7350 (WT=0.8130 TC=0.6774 ET=0.7147) | C0 Mean=0.7435 | C1 Mean=0.4622 WorstC Mean=0.4622 [48.7s]
    Client 0: loss=0.1227, epochs=10
    Client 1: loss=0.5563, epochs=10
  Round  40/50: Pooled Loss=0.4332, Pooled Mean=0.7006 (WT=0.7668 TC=0.6443 ET=0.6908) | C0 Mean=0.7341 | C1 Mean=0.4824 WorstC Mean=0.4824 [50.0s]
    Client 1: loss=0.5351, epochs=10
    Client 0: loss=0.1220, epochs=10
  Round  41/50: Pooled Loss=0.3991, Pooled Mean=0.7205 (WT=0.7896 TC=0.6604 ET=0.7115) | C0 Mean=0.7228 | C1 Mean=0.4588 WorstC Mean=0.4588 [49.8s]
    Client 0: loss=0.1217, epochs=10
    Client 1: loss=0.5270, epochs=10
  Round  42/50: Pooled Loss=0.4025, Pooled Mean=0.7282 (WT=0.7931 TC=0.6750 ET=0.7165) | C0 Mean=0.7479 | C1 Mean=0.4739 WorstC Mean=0.4739 [49.2s]
    Client 1: loss=0.5173, epochs=10
    Client 0: loss=0.1198, epochs=10
  Round  43/50: Pooled Loss=0.3580, Pooled Mean=0.7648 (WT=0.8258 TC=0.7279 ET=0.7405) | C0 Mean=0.7590 | C1 Mean=0.4995 WorstC Mean=0.4995 [49.8s]
    Client 0: loss=0.1150, epochs=10
    Client 1: loss=0.5041, epochs=10
  Round  44/50: Pooled Loss=0.3412, Pooled Mean=0.7844 (WT=0.8392 TC=0.7427 ET=0.7714) | C0 Mean=0.7770 | C1 Mean=0.5016 WorstC Mean=0.5016 [49.7s]
    Client 0: loss=0.1159, epochs=10
    Client 1: loss=0.4903, epochs=10
  Round  45/50: Pooled Loss=0.3925, Pooled Mean=0.7385 (WT=0.8031 TC=0.7072 ET=0.7052) | C0 Mean=0.7378 | C1 Mean=0.5264 WorstC Mean=0.5264 [50.3s]
    Client 1: loss=0.4803, epochs=10
    Client 0: loss=0.1149, epochs=10
  Round  46/50: Pooled Loss=0.3347, Pooled Mean=0.7868 (WT=0.8300 TC=0.7542 ET=0.7763) | C0 Mean=0.7801 | C1 Mean=0.5231 WorstC Mean=0.5231 [49.9s]
    Client 0: loss=0.1129, epochs=10
    Client 1: loss=0.4692, epochs=10
  Round  47/50: Pooled Loss=0.3495, Pooled Mean=0.7761 (WT=0.8137 TC=0.7413 ET=0.7733) | C0 Mean=0.7683 | C1 Mean=0.5322 WorstC Mean=0.5322 [49.7s]
    Client 1: loss=0.4630, epochs=10
    Client 0: loss=0.1101, epochs=10
  Round  48/50: Pooled Loss=0.4165, Pooled Mean=0.7187 (WT=0.7970 TC=0.6669 ET=0.6923) | C0 Mean=0.7504 | C1 Mean=0.4817 WorstC Mean=0.4817 [49.9s]
    Client 1: loss=0.4556, epochs=10
    Client 0: loss=0.1139, epochs=10
  Round  49/50: Pooled Loss=0.3601, Pooled Mean=0.7648 (WT=0.8094 TC=0.7350 ET=0.7500) | C0 Mean=0.7667 | C1 Mean=0.5373 WorstC Mean=0.5373 [49.4s]
    Client 0: loss=0.1104, epochs=10
    Client 1: loss=0.4445, epochs=10
  Round  50/50: Pooled Loss=0.3635, Pooled Mean=0.7650 (WT=0.8028 TC=0.7283 ET=0.7638) | C0 Mean=0.7689 | C1 Mean=0.5545 WorstC Mean=0.5545 [49.7s]

============================================================
RESULTS SUMMARY
============================================================
Strategy:            FEDPROX (mu=0.5)
Global MeanPresent:  0.7650 (best=0.7868)
Global WT:           0.8028
Global TC:           0.7283
Global ET:           0.7638
Worst-client Mean:   0.5545
Client 0 MeanPresent: 0.7689 (best=0.7801)
Client 1 MeanPresent: 0.5545 (best=0.5545)
Convergence 50%:     round 2
Convergence 60%:     round 3
Convergence 70%:     round 4
Total Time:          2504.87s (41.7min)
============================================================

Results saved to: /home/bk489/federated/federated-thesis/results/brats/fedprox_brats_r50_mu0.5_20260211_154841_results.json

>>> FEDPROX done.

All done. Results in: /home/bk489/federated/federated-thesis/results/brats
